contactdate,contacttime,cadincident,casenumber,dispatched,encountertype,beat,bfostopped,areastopped,blocknumber,Address,intelligenceled,bwcactivated,subject_reasonforencounter,suspicion_type_AB953,ReasonForStop,InitiatingOffense_AB953,TypeTraffic_AB953,TrafficCode,subjectnumber,LocationVehicleOccupant,subject_age,subject_agegroup,perceived_age_AB953,gender_opd,perceived_gender_AB953,GenderNonCon,LGBT,race_opd,perceived_race_AB953,RacePerceivedPrior,Disability,Fluency,Student,EduCode,EduCodeSubdivision,oaklandresident,Parole,Probation,stop_relatedactions_AB953,search_relatedactions_AB953,uof_relatedactions_AB953,other_actions_AB953,Consent_Person,Consent_Given_Person,Consent_Property,Consent_Given_Property,no_actions_above_ck,handcuffed,citationnumber,subject_durationofencounter,SearchRelatedActions_AB953,searchconducted,searched,SearchBasis_AB953,SearchTypeGrouping_opd,EvidDisc_AB953,discovery_opd,BasisForSeizure_AB953,recovery_opd,PropertySeized_AB953,ResultofStop_AB953,resultofstop_opd,UseOfForce_opd,FinalDate,VTKReportID,vtkreportid_without_minus_sign,Unique ID
7/25/21,55:00.0,LOP210725000423,NULL,Non-Dispatch,Vehicle,32X,BFO 2,Area 5,9800,Holly Street,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,22,18-29,20,F,Female,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2133412,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/25/21,881WGZLCAS4USF,881WGZLCAS4USF,881WGZLCAS4USF-1
7/25/21,15:00.0,LOP210725000437,NULL,Non-Dispatch,Vehicle,34X,BFO 2,Area 5,8300,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,22,18-29,20,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2133413,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/25/21,881WGZLLGJJ03E,881WGZLLGJJ03E,881WGZLLGJJ03E-1
7/25/21,45:00.0,LOP210725000319,NULL,Non-Dispatch,Vehicle,27Y,BFO 2,Area 4,6400,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,32,30-39,30,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2133411,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/25/21,881WGZJBZM60KE,881WGZJBZM60KE,881WGZJBZM60KE-1
7/25/21,14:00.0,LOP210725000060,NULL,Non-Dispatch,Vehicle,07X,BFO 1,Area 1,2800,Myrtle Street,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,51,Over 40,40,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,"Person removed from vehicle by order,","Search of person conducted,Search of property conducted,Property seized,",NULL,NULL,No,NULL,No,NULL,0,No,NULL,10,"Search of person conducted,Search of property conducted,Property seized,",Yes,Person and Property,"Officer safety/safety of others,Visible contraband,",Discretionary Search,"Drug paraphernalia,",Yes,"Contraband,",Yes,"Drug paraphernalia,","Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,8/19/21,469WGZARS4C8DB,469WGZARS4C8DB,469WGZARS4C8DB-1
7/26/21,47:00.0,LOP210726000832,NULL,Non-Dispatch,Vehicle,27Y,BFO 2,Area 4,1600,62nd Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,22,18-29,22,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2027132,20,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/31/21,LPRWG0TQMS69EA,LPRWG0TQMS69EA,LPRWG0TQMS69EA-1
7/26/21,09:00.0,LOP210726000677,NULL,Non-Dispatch,Vehicle,33X,BFO 2,Area 5,9200,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,27,18-29,28,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,",No Action,NULL,2/24/22,E67WG0QVEOOKT5,E67WG0QVEOOKT5,E67WG0QVEOOKT5-1
7/26/21,26:00.0,LOP210726000439,NULL,Non-Dispatch,Vehicle,26Y,BFO 2,Area 4,1300,Seminary Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,26,18-29,35,M,Male,0,0,White,White,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,",No Action,NULL,2/24/22,E67WG0MQTGJ59W,E67WG0MQTGJ59W,E67WG0MQTGJ59W-1
7/27/21,51:00.0,LOP210727000977,NULL,Non-Dispatch,Vehicle,06X,BFO 1,Area 1,600,27th Street ,Yes,Yes,Traffic violation,NULL,Traffic Violation,5200(A)-VC-DISPLAY LIC PLATES WRONG-I,Equipment violation,5200(A)-VC-DISPLAY LIC PLATES WRONG-I,1,Driver,36,30-39,40,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,No,NULL,No,NULL,0,NULL,NULL,20,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,7/28/21,LPRWG1W3MOFAI6,LPRWG1W3MOFAI6,LPRWG1W3MOFAI6-1
7/27/21,51:00.0,LOP210727000977,NULL,Non-Dispatch,Vehicle,06X,BFO 1,Area 1,600,27th Street ,Yes,Yes,Traffic violation,NULL,Traffic Violation,5200(A)-VC-DISPLAY LIC PLATES WRONG-I,Equipment violation,5200(A)-VC-DISPLAY LIC PLATES WRONG-I,2,Passenger,41,Over 40,40,F,Female,0,0,Asian,White,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,20,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,",No Action,NULL,7/28/21,LPRWG1W3MOFAI6,LPRWG1W3MOFAI6,LPRWG1W3MOFAI6-2
7/27/21,55:00.0,LOP210727000348,NULL,Non-Dispatch,Vehicle,10X,BFO 1,Area 2,1000,61st Street,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,26,18-29,30,M,Male,0,0,Black/African American,Black/African American,Yes,"None,",0,NULL,NULL,NULL,Unknown,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,7/27/21,LPRWG1KGKXYH3Z,LPRWG1KGKXYH3Z,LPRWG1KGKXYH3Z-1
7/27/21,52:00.0,LOP210727000228,NULL,Non-Dispatch,Vehicle,34X,BFO 2,Area 5,2000,90th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,44,Over 40,40,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,"Curbside detention,",NULL,NULL,NULL,No,NULL,No,NULL,0,No,2129276,30,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,8/6/21,883WG1IXGGHPOO,883WG1IXGGHPOO,883WG1IXGGHPOO-1
7/27/21,10:00.0,LOP210727000026,NULL,Non-Dispatch,Vehicle,30X,BFO 2,Area 5,8000,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,24250-VC-DRIVE WITHOUT LIGHTS:DARK-I,Equipment violation,24250-VC-DRIVE WITHOUT LIGHTS:DARK-I,1,Driver,29,18-29,30,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,"Curbside detention,",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,No,NULL,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,7/27/21,883WG1AMX654X9,883WG1AMX654X9,883WG1AMX654X9-1
7/27/21,27:00.0,LOP210727000062,21-034748,Non-Dispatch,Vehicle,26Y,BFO 2,Area 4,6100,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,24252(A)-VC-FAIL MAINT VEH LITE EQUIP-I,Equipment violation,24252(A)-VC-FAIL MAINT VEH LITE EQUIP-I,1,Driver,35,30-39,30,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2129752,20,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/29/21,479WG1CJGW90QJ,479WG1CJGW90QJ,479WG1CJGW90QJ-1
7/28/21,48:00.0,LOP210728000971,NULL,Non-Dispatch,Vehicle,26Y,BFO 2,Area 4,1300,69th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,5204(A)-VC-EXPIRED TABS/FAIL DISPLAY-I,"Non-moving violation, including registration",5204(A)-VC-EXPIRED TABS/FAIL DISPLAY-I,1,Passenger,18,18-29,21,F,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Unknown,0,0,"Person removed from vehicle by order,Patrol car detention,","Search of property conducted,",NULL,NULL,No,NULL,Yes,Yes,0,No,NULL,30,"Search of property conducted,",Yes,Property,"Consent given,Odor of contraband,",Discretionary Search,"None,",No,NULL,No,NULL,"Warning (verbal or written) - Offense(s) required,",Warning,NULL,12/31/21,860WG3AMXBTAE7,860WG3AMXBTAE7,860WG3AMXBTAE7-1
7/28/21,48:00.0,LOP210728000971,NULL,Non-Dispatch,Vehicle,26Y,BFO 2,Area 4,1300,69th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,5204(A)-VC-EXPIRED TABS/FAIL DISPLAY-I,"Non-moving violation, including registration",5204(A)-VC-EXPIRED TABS/FAIL DISPLAY-I,2,Driver,19,18-29,20,F,Female,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Unknown,0,0,"Person removed from vehicle by order,","Search of property conducted,",NULL,NULL,No,NULL,Yes,Yes,0,No,NULL,30,"Search of property conducted,",Yes,Property,"Consent given,",Discretionary Search,"None,",No,NULL,No,NULL,"Warning (verbal or written) - Offense(s) required,",Warning,NULL,12/31/21,860WG3AMXBTAE7,860WG3AMXBTAE7,860WG3AMXBTAE7-2
7/28/21,48:00.0,LOP210728000971,NULL,Non-Dispatch,Vehicle,26Y,BFO 2,Area 4,1300,69th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,5204(A)-VC-EXPIRED TABS/FAIL DISPLAY-I,"Non-moving violation, including registration",5204(A)-VC-EXPIRED TABS/FAIL DISPLAY-I,3,Passenger,20,18-29,22,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Unknown,0,0,"Person removed from vehicle by order,Curbside detention,","Search of property conducted,",NULL,NULL,No,NULL,Yes,Yes,0,No,NULL,30,"Search of property conducted,",Yes,Property,"Consent given,",Discretionary Search,"None,",No,NULL,No,NULL,"Field Interview card completed,",No Action,NULL,12/31/21,860WG3AMXBTAE7,860WG3AMXBTAE7,860WG3AMXBTAE7-3
7/28/21,13:00.0,LOP210728000697,NULL,Non-Dispatch,Vehicle,30X,BFO 2,Area 5,1900,73rd Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21209-VC-MOTOR VEH IN BIKE LANE-I,Moving violation,21209-VC-MOTOR VEH IN BIKE LANE-I,1,Driver,20,18-29,20,F,Female,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,20,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,8/1/21,801WG2QXQREPF3,801WG2QXQREPF3,801WG2QXQREPF3-1
7/28/21,15:00.0,LOP210728000090,NULL,Non-Dispatch,Vehicle,23X,BFO 2,Area 4,1400,High Street,No,Yes,Traffic violation,NULL,Traffic Violation,24250-VC-DRIVE WITHOUT LIGHTS:DARK-I,Equipment violation,24250-VC-DRIVE WITHOUT LIGHTS:DARK-I,1,Driver,32,30-39,35,M,Male,0,0,Asian,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,"Curbside detention,",NULL,NULL,NULL,No,NULL,No,NULL,0,No,NULL,20,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,7/29/21,479WG2DY4VUQQ6,479WG2DY4VUQQ6,479WG2DY4VUQQ6-1
7/28/21,31:00.0,LOP210728000528,NULL,Non-Dispatch,Vehicle,35X,BFO 2,Area 5,9800,MacArthur Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,NULL,34,30-39,30,M,Male,0,0,Black/African American,Black/African American,Yes,"None,",0,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2129528,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/29/21,881WG2MZT08C2I,881WG2MZT08C2I,881WG2MZT08C2I-1
7/29/21,23:00.0,LOP210729000291,NULL,Non-Dispatch,Vehicle,30X,BFO 2,Area 5,7200,Bancroft Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21209-VC-MOTOR VEH IN BIKE LANE-I,Moving violation,21209-VC-MOTOR VEH IN BIKE LANE-I,1,Driver,62,Over 40,60,F,Female,0,0,Asian,Asian,No,"None,",1,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2196251,11,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,8/2/21,880WG3IR3M0UZB,880WG3IR3M0UZB,880WG3IR3M0UZB-1
7/29/21,08:00.0,LOP210729000515,NULL,Non-Dispatch,Vehicle,34X,BFO 2,Area 5,9000,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,31,30-39,30,M,Male,0,0,Hispanic,Hispanic/Latino(a),Yes,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2129529,7,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/29/21,881WG3MKVHIY9V,881WG3MKVHIY9V,881WG3MKVHIY9V-1
7/30/21,43:00.0,LOP210730000068,21-035303,Non-Dispatch,Vehicle,19X,BFO 1,Area 3,1400,22nd Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,42,Over 40,45,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,No,NULL,No,NULL,0,NULL,NULL,20,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,8/19/21,LPRWG4B2T9W2SU,LPRWG4B2T9W2SU,LPRWG4B2T9W2SU-1
7/30/21,28:00.0,LOP210730000015,NULL,Non-Dispatch,Vehicle,30X,BFO 2,Area 5,7300,Bancroft Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,37,30-39,35,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2129754,20,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,8/4/21,479WG4APRC7J7Q,479WG4APRC7J7Q,479WG4APRC7J7Q-1
7/30/21,48:00.0,LOP210730000279,21-034780,Non-Dispatch,Vehicle,28X,BFO 2,Area 4,3100,Courtland Avenue,Yes,Yes,Traffic violation,NULL,Traffic Violation,5204(A)-VC-EXPIRED TABS/FAIL DISPLAY-I,Equipment violation,5204(A)-VC-EXPIRED TABS/FAIL DISPLAY-I,1,Other,34,30-39,30,F,Female,0,0,Hispanic,Hispanic/Latino(a),Yes,"None,",0,NULL,NULL,NULL,No,0,0,"Handcuffed or flex cuffed,Patrol car detention,","Search of person conducted,Search of property conducted,",NULL,NULL,No,NULL,No,NULL,0,Yes,NULL,40,"Search of person conducted,Search of property conducted,",Yes,Person and Property,"Officer safety/safety of others,Incident to arrest,",Discretionary Search,"None,",No,NULL,No,NULL,"Field Interview card completed,Custodial arrest without warrant - Offense(s) required,",Arrest,NULL,7/30/21,LPRWG4JRVFWKOM,LPRWG4JRVFWKOM,LPRWG4JRVFWKOM-1
7/30/21,42:00.0,LOP210730001075,21-035456,Non-Dispatch,Vehicle,23X,BFO 2,Area 4,4200,Foothill Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,23,18-29,30,F,Female,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2270226,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,In-field cite and release - Offense(s) required,",Arrest,NULL,7/31/21,470WG5GCASWB2F,470WG5GCASWB2F,470WG5GCASWB2F-1
7/30/21,41:00.0,LOP210730000911,NULL,Non-Dispatch,Vehicle,19X,BFO 1,Area 3,9000,International Boulevard,Yes,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,47,Over 40,40,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,No,NULL,No,NULL,0,NULL,NULL,30,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,9/10/21,484WG4UX1788ED,484WG4UX1788ED,484WG4UX1788ED-1
7/31/21,04:00.0,LOP210731000399,NULL,Non-Dispatch,Vehicle,26X,BFO 2,Area 4,1200,51st Avenue,Yes,Yes,Traffic violation,NULL,Traffic Violation,21651(B)-VC-DRIVE WRONG WAY:DIV HWY-M,Moving violation,21651(B)-VC-DRIVE WRONG WAY:DIV HWY-M,1,Driver,21,18-29,25,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,7/31/21,470WG5LGR3LBZA,470WG5LGR3LBZA,470WG5LGR3LBZA-1
7/31/21,24:00.0,LOP210731000056,NULL,Non-Dispatch,Vehicle,30X,BFO 2,Area 5,7300,Bancroft Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,56,Over 40,50,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,"Search of person conducted,",NULL,NULL,Yes,Yes,NULL,NULL,0,NULL,2042274,20,"Search of person conducted,",Yes,Person,"Consent given,",Discretionary Search,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,8/1/21,883WG5S1GEB8Y2,883WG5S1GEB8Y2,883WG5S1GEB8Y2-1
7/31/21,09:00.0,LOP210731000569,21-035545,Non-Dispatch,Vehicle,05X,BFO 1,Area 1,1300,Broadway,Yes,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,41,Over 40,40,M,Male,0,0,White,White,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2324214,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,Citation for infraction - Offense(s) required,",Citation,NULL,8/10/21,419WG5PMZG3K95,419WG5PMZG3K95,419WG5PMZG3K95-1
7/31/21,51:00.0,LOP210731000339,NULL,Non-Dispatch,Vehicle,19X,BFO 1,Area 3,1600,E 15th Street,Yes,Yes,Traffic violation,NULL,Traffic Violation,5200(A)-VC-DISPLAY LIC PLATES WRONG-I,"Non-moving violation, including registration",5200(A)-VC-DISPLAY LIC PLATES WRONG-I,1,Driver,20,18-29,20,F,Female,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,7/31/21,474WG5KH152JM6,474WG5KH152JM6,474WG5KH152JM6-1
7/31/21,56:00.0,LOP210731000985,NULL,Non-Dispatch,Vehicle,26X,BFO 2,Area 4,1200,High Street,No,Yes,Traffic violation,NULL,Traffic Violation,22107-VC-UNSAF TURN &/OR NO SIGNAL-I,Moving violation,22107-VC-UNSAF TURN &/OR NO SIGNAL-I,1,Driver,28,18-29,30,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,8/1/21,553WG5XCP5BY64,553WG5XCP5BY64,553WG5XCP5BY64-1
7/31/21,35:00.0,LOP210731000648,21-035564,Non-Dispatch,Vehicle,30X,BFO 2,Area 5,7900,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,23103-VC-RECKLESS DRIVING-M,Moving violation,23103-VC-RECKLESS DRIVING-M,1,Driver,34,30-39,35,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",1,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2029000,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,In-field cite and release - Offense(s) required,",Arrest,NULL,8/30/21,LPRWG5QZK116RS,LPRWG5QZK116RS,LPRWG5QZK116RS-1
7/31/21,33:00.0,LOP210731000368,NULL,Non-Dispatch,Vehicle,23X,BFO 2,Area 4,4100,International Boulevard,Yes,Yes,Traffic violation,NULL,Traffic Violation,21658(A)-VC-UNSAFE LANE CHANGE/ETC-I,Moving violation,21658(A)-VC-UNSAFE LANE CHANGE/ETC-I,1,Driver,35,30-39,35,M,Male,0,0,Black/African American,Black/African American,Yes,"None,",0,NULL,NULL,NULL,Yes,0,1,"Curbside detention,","Search of person conducted,Search of property conducted,",NULL,NULL,Yes,Yes,Yes,Yes,0,No,NULL,10,"Search of person conducted,Search of property conducted,",Yes,Person and Property,"Consent given,Condition of parole/probation/PRCS/mandatory supervision,",Discretionary Search,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,7/31/21,LPRWG5K4P35Y2U,LPRWG5K4P35Y2U,LPRWG5K4P35Y2U-1
7/31/21,48:00.0,LOP210731000978,NULL,Non-Dispatch,Vehicle,19X,BFO 1,Area 3,2300,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21658(A)-VC-UNSAFE LANE CHANGE/ETC-I,Moving violation,21658(A)-VC-UNSAFE LANE CHANGE/ETC-I,1,Driver,31,30-39,26,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2026781,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,9/20/21,433WG5W4PX2QQC,433WG5W4PX2QQC,433WG5W4PX2QQC-1
