Date,Time,Street,Cross Street,Source of Call,Total OnScene Time,Stop - K-12?,Stop - School Code,Stop - Officer Assignment,Stop - Reason For,Stop - Suspicion Types,Stop - Violation Type,Stop - Perc Race,Stop - Perc Disabilities,Stop - Perc Gender,Stop - Perc LGBT?,Stop - Limited English?,Stop - Perc Age,Stop - Actions Taken,Stop - Search Basis,Stop - Evidence Discovered,Stop - Seized Property Basis,Stop - Seized Property Type,Stop - Result,Stop - Citation Code 1,Stop - Citation Desc 1,Stop - Custodial Code 1,Stop - Custodial Desc 1,Stop - Cite/Release Code 1,Stop - Cite/Release Desc 1,Stop - Warning Code 1,Stop - Warning Desc 1,Stop - Educ Section,Stop - Educ Subdivision
5/9/20,16:51:17,BALBOA AV,CATALINA DR,W,308,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Actions indicative of casing a victim or location, Carrying suspicious object, Matched suspect description",,"Hispanic/Latino, White",None,Male,F,F,32,"Handcuffed or flex cuffed, Property was seized, Search of person was conducted","Evidence of crime, Incident to arrest, Officer safety/safety of others, Suspected weapons",Suspected stolen property,"Evidence, Safekeeping as allowed by law/statute","Suspected stolen property, Weapon(s) other than firearm",Custodial arrest without warrant,,,459 PC,BURGLARY - F,,,,,,
5/9/20,20:48:58,DRUMMOND AV,ALBANY AV/LILLARD DR,T,353,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,None,Male,F,F,25,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,647(H) PC,LOITER/ETC PRIVATE PROP - M,,,,,,
5/9/20,07:41:55,DEL RIO PL,PENA DR,T,13,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Female,F,F,35,None,,,,,Warning (verbal or written),,,,,,,647(H) PC,LOITER/ETC PRIVATE PROP - M,,
5/9/20,07:41:55,DEL RIO PL,PENA DR,T,13,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,35,None,,,,,Warning (verbal or written),,,,,,,647(H) PC,LOITER/ETC PRIVATE PROP - M,,
5/9/20,11:50:30,ALVARADO AV,ANDERSON RD/SYCAMORE LN,W,603,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Asian,None,Male,F,F,19,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,273.5 PC,INFLICT CRPL INJ SP/COHAB - F,,,,,,
5/10/20,18:23:42,5TH ST,CANTRILL DR/SAN RAFAEL ST,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,22,None,,,,,No action,,,,,,,,,,
5/10/20,18:28:53,2ND ST,CANTRILL DR,O,6,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,17,None,,,,,No action,,,,,,,,,,
5/10/20,18:38:27,MACE BL,ALHAMBRA DR/2ND ST,O,4,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Black/African American,None,Female,F,F,35,None,,,,,No action,,,,,,,,,,
5/10/20,18:46:48,CHILES RD,LA VIDA WY/LA VIDA WY,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,24,None,,,,,No action,,,,,,,,,,
5/10/20,18:58:17,5TH ST,POLE LINE RD,O,13,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",White,None,Female,F,F,25,None,,,,,Citation for infraction,4000(A)(1) VC,NO REG:VEH/TRAILER/ETC - I,,,,,,,,
5/10/20,20:19:38,ALHAMBRA DR,ARROYO AV/MACE BL,O,1,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Asian,None,Female,F,F,55,None,,,,,No action,,,,,,,,,,
5/10/20,21:34:06,ALHAMBRA DR,ATLANTIS DR,O,2,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,23,None,,,,,No action,,,,,,,,,,
5/10/20,21:52:11,ALHAMBRA DR,ATLANTIS DR,O,4,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,60,None,,,,,No action,,,,,,,,,,
5/10/20,22:00:58,ALHAMBRA DR,ATLANTIS DR,O,2,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,22,None,,,,,No action,,,,,,,,,,
5/10/20,23:53:45,CHILES RD,ENSENADA DR/MACE BL,O,4,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Black/African American,None,Female,F,F,45,None,,,,,No action,,,,,,,,,,
5/10/20,04:22:12,I 80 E,MACE BL,O,7,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,22,None,,,,,Citation for infraction,22349(A) VC,EXCEED SPEED ON HIGHWAY - I,,,,,,,,
5/10/20,20:13:08,ALHAMBRA DR,MACE BL,O,1,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Asian,None,Male,F,F,22,None,,,,,No action,,,,,,,,,,
5/10/20,15:40:03,MACE BL,CHILES RD/COWELL BL,W,50,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Other reasonable suspicion of a crime, Witness or victim identification of suspect at the scene",,White,None,Female,F,F,35,None,,,,,In-field cite and release,,,,,490.5(A) PC,PETTY THEFT RETAIL/ETC - M,490.5(A) PC,PETTY THEFT RETAIL/ETC - M,,
5/10/20,20:04:36,ALHAMBRA DR,ATLANTIS DR,O,4,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Asian,None,Male,F,F,70,None,,,,,No action,,,,,,,,,,
5/10/20,03:17:44,OLIVE DR,RICHARDS BL/HICKORY LN,W,44,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,None,Female,F,F,20,None,,,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
5/10/20,13:00:06,RUSSELL BL,ANDERSON RD/SYCAMORE LN,9,80,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,None,Male,F,F,38,"Handcuffed or flex cuffed, Search of person was conducted, Search of property was conducted",Incident to arrest,None,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
5/10/20,06:19:00,I 80 W,OLD DAVIS RD (UCD EXIT),O,7,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Black/African American,None,Male,F,T,25,None,,,,,Citation for infraction,22349(A) VC,EXCEED SPEED ON HIGHWAY - I,,,,,,,,
5/10/20,00:17:46,5TH ST,L ST,O,21,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Asian,None,Male,F,F,22,None,,,,,Citation for infraction,21806(A) VC,FAIL YIELD/ETC:EMERG VEH - I,,,,,,,,
5/11/20,00:54:06,I 80 E,EO MACE BL,O,32,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,18,None,,,,,Citation for infraction,22349(A) VC,EXCEED SPEED ON HIGHWAY - I,,,,,,,,
5/11/20,11:10:56,VIA COLONNA TR,ATLANTIS DR,O,13,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Asian,None,Female,F,F,55,None,,,,,Citation for infraction,16028(A) VC,FAIL PROVE FIN RSP:PO REQ - I,,,,,,,,
5/11/20,10:56:29,ALHAMBRA DR,MACE BL,O,7,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,50,Other physical or vehicle contact,,,,,Citation for infraction,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,,,,,,,
5/11/20,09:48:35,ALHAMBRA DR,ARROYO AV,O,12,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,25,None,,,,,Citation for infraction,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,,,,,,,
5/11/20,16:28:54,G ST,2ND ST/3RD ST,T,77,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,18,Search of person was conducted,Officer safety/safety of others,None,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
5/11/20,09:22:23,ALHAMBRA DR,MACE BL,O,12,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,23,None,,,,,Citation for infraction,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,,,,,,,
5/12/20,05:03:07,1ST ST,E ST,O,15,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,55,None,,,,,Warning (verbal or written),,,,,,,5200(A) VC,DISPLAY LIC PLATES WRONG - I,,
5/12/20,14:13:57,ALHAMBRA DR,ARROYO AV/MACE BL,W,129,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Other reasonable suspicion of a crime, Witness or victim identification of suspect at the scene",,White,None,Male,F,F,30,"Handcuffed or flex cuffed, Patrol car detention, Person photographed, Search of person was conducted","Incident to arrest, Officer safety/safety of others",None,,,Custodial arrest without warrant,,,273.5 PC,INFLICT CRPL INJ SP/COHAB - F,,,,,,
5/12/20,22:28:03,F ST,1ST ST/2ND ST,T,137,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Officer witnessed commission of a crime,,White,None,Male,F,F,65,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:ALCOHOL - M,,,,,,
5/12/20,09:16:50,CHILES RD,MACE BL/EL CEMONTE AV,T,107,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,35,"Handcuffed or flex cuffed, Search of person was conducted","Incident to arrest, Officer safety/safety of others",None,,,Custodial arrest without warrant,,,243(E)(1) PC,BAT:SPOUSE/EX SP/DATE/ETC - M,,,,,,
5/12/20,23:06:50,EL SEGUNDO AV,BECERRA WY/LA VIDA WY,9,97,F,,"Patrol, traffic enforcement, field operations",Consensual encounter resulting in search,,,Hispanic/Latino,None,Male,F,F,18,"Handcuffed or flex cuffed, Search of person was conducted, Search of property was conducted",Incident to arrest,Alcohol,,,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:ALCOHOL - M,,,,,,
5/12/20,11:17:28,MACE BL,CHILES RD/COWELL BL,O,112,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Female,F,F,55,None,,,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
5/13/20,13:08:58,W COVELL BL,DENALI DR/LAKE BL,T,128,F,,"Patrol, traffic enforcement, field operations",Knowledge of outstanding arrest warrant/wanted person,,,Hispanic/Latino,None,Male,F,F,35,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
5/13/20,04:44:44,RESEARCH PARK DR,COWELL BL (CHEVRON),O,19,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",Black/African American,None,Male,F,F,30,Curbside detention,,,,,Warning (verbal or written),,,,,,,4000(A)(1) VC,NO REG:VEH/TRAILER/ETC - I,,
5/13/20,17:10:06,L ST,5TH ST/DUKE DR,T,96,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,Mental health condition,Male,F,F,30,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:ALCOHOL - M,,,,,,
5/13/20,23:45:09,MACE BL,CHILES RD/COWELL BL,W,334,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Black/African American,None,Male,F,F,25,"Asked for consent to search person, Curbside detention, Field sobriety test conducted, Handcuffed or flex cuffed, Search of person was conducted","Incident to arrest, Officer safety/safety of others",None,,,Custodial arrest without warrant,,,23152(G) VC,DUI ALCOHOL AND DRUG - M,,,,,,
5/14/20,07:33:11,CHILES RD,ENSENADA DR/MACE BL,O,14,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,25,None,,,,,Citation for infraction,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,,,,,,,
5/14/20,14:05:06,RESEARCH PARK DR,RICHARDS BL/COWELL BL (CHEVRON),T,216,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,None,Female,F,F,20,"Other physical or vehicle contact, Search of person was conducted",Officer safety/safety of others,None,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
5/15/20,02:02:29,MACE BL,EL MACERO DR/SAN MARINO DR,W,122,F,,"Patrol, traffic enforcement, field operations",Consensual encounter resulting in search,,,Middle Eastern or South Asian,None,Male,F,F,55,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:UI/DRUG - M,,,,,,
5/15/20,23:36:09,DRAKE DR,SYCAMORE LN,W,178,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,25,Handcuffed or flex cuffed,,,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
5/15/20,03:39:15,COWELL BL,SUNRISE CT/MACE BL,T,91,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Actions indicative of casing a victim or location, Other reasonable suspicion of a crime",,White,None,Male,F,F,30,"Curbside detention, Person removed from vehicle by order, Search of person was conducted",Officer safety/safety of others,None,,,Citation for infraction,4000(A) VC,NO REG:VEH/TRAILER/ETC - I,,,,,,,,
5/15/20,03:39:15,COWELL BL,SUNRISE CT/MACE BL,T,91,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Actions indicative of casing a victim or location, Other reasonable suspicion of a crime",,White,None,Male,F,F,30,"Curbside detention, Person removed from vehicle by order, Search of person was conducted",Officer safety/safety of others,None,,,Citation for infraction,4000(A) VC,NO REG:VEH/TRAILER/ETC - I,,,,,,,,
5/15/20,02:28:36,MACE BL,ALHAMBRA DR/2ND ST,T,469,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Carrying suspicious object,,White,None,Male,F,F,40,"Handcuffed or flex cuffed, Property was seized, Search of person was conducted, Search of property was conducted",Incident to arrest,Suspected stolen property,Evidence,Suspected stolen property,Custodial arrest without warrant,,,459 PC,BURGLARY - F,,,,,,
5/16/20,01:08:40,F ST,3RD ST/4TH ST,W,67,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Carrying suspicious object, Other reasonable suspicion of a crime",,White,None,Male,F,F,30,"Property was seized, Search of person was conducted",Condition of parole/probation/PRCS/mandatory supervision,Other contraband or evidence,Evidence,Other contraband or evidence,No action,,,,,,,,,,
5/16/20,11:06:40,OLIVE DR,RICHARDS BL/HICKORY LN,T,363,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Other reasonable suspicion of a crime",,White,None,Male,F,F,30,"Handcuffed or flex cuffed, Property was seized, Search of person was conducted","Condition of parole/probation/PRCS/mandatory supervision, Incident to arrest",Drugs/narcotics,Contraband,Drugs/narcotics,Custodial arrest without warrant,,,647(H) PC,LOITER/ETC PRIVATE PROP - M,,,,,,
